Open,High,Low,Close,Date
0.4173245817091221,0.4083505642328734,0.40494982341607516,0.4222179750086957,2014-09-23
0.7316730470051052,0.7290368718516701,0.7420083083675955,0.7307652706840609,2017-11-03
-0.9634550483075852,-0.9626249821604003,-0.952686631400879,-0.9545861794507481,2006-05-23
-0.6191204476106575,-0.5853932694633119,-0.6059597099637999,-0.5842064465814578,2008-11-18
-0.4141259873965879,-0.42446428404781295,-0.4279395633012086,-0.41884899572875534,2012-04-12
-1.1784214430618958,-1.1862346481009989,-1.192264317567127,-1.2002427849400814,2008-06-11
-0.7332219802259815,-0.7475543984146128,-0.756660549634969,-0.7669284663333624,2009-05-27
-0.858530974677505,-0.874149223531696,-0.8678896128409734,-0.8749924386651772,2010-09-13
0.36570096678101144,0.35993117922664575,0.36680898481870816,0.36668737003787566,2014-09-05
0.7678366423945492,0.8090875541357249,0.7881325566811382,0.7668601066217031,2018-02-28
-1.4959292789921133,-1.5062435232742406,-1.49987443843687,-1.4980800949367175,2007-11-15
-1.1170908070241898,-1.1269867321437406,-1.1079995854547162,-1.113244710813192,2005-03-09
1.1850173182714947,1.1655432632692975,1.176547946902886,1.183153175953095,2019-05-02
-0.9485416223030347,-0.9412322905811459,-0.9423972975428051,-0.9512368959929737,2010-05-07
1.6513339643031006,1.629736085442942,1.587786016644677,1.6493365363318635,2020-08-24
0.9931271600640861,0.9922013737094404,1.0045591086172834,0.9942702657184121,2018-06-12
-0.9211853836576197,-0.9336610696347339,-0.914900680001717,-0.9177422103980039,2004-10-14
-1.218573035705747,-1.2060427904161142,-1.2084961714779194,-1.1986561106013427,2008-05-20
0.5410449780332369,0.5370581510472766,0.5388860792308331,0.5405067020745823,2015-02-11
0.047575411325638244,0.15322413507704238,0.05884388805113626,0.05536407738321873,2013-06-10
0.5256902355507855,0.5232368564852449,0.5326771942053048,0.5254343095088553,2015-02-24
-1.2018065393713748,-1.1923970384527107,-1.1916434201946113,-1.1864921949621958,2008-06-12
-0.8892404596424065,-0.8986230662691033,-0.8947657765076692,-0.9034630227861303,2005-12-12
-0.14303518500823356,-0.11501983360901141,-0.12742523500381953,-0.14295919699943319,2012-11-12
-0.6358873851732619,-0.6124640686284559,-0.6619292618144441,-0.6546332449066751,2008-11-14
0.9072642343130394,0.9028455251316498,0.9043287988672639,0.9006619446408326,2015-12-17
-0.9626609257351737,-0.9778551073171323,-0.96678987171944,-0.9730966161574948,2006-10-26
-0.9193322250821521,-0.9243294046839341,-0.9157874988489183,-0.9175660111866747,2005-11-29
0.9163538888800643,0.9041659681791981,0.9238428049887979,0.9151176840387463,2016-05-04
-0.961601889732117,-0.9686994251419873,-0.9561460054616601,-0.95916982696828,2004-01-14
1.795015878836988,1.7730756848689055,1.7460440643356028,1.757709187822295,2020-05-07
-0.08285174237438869,-0.08288708666128407,-0.07668913840648253,-0.08214014766576408,2012-08-13
